id,message,priority_label,disaster_type,injured,trapped,fire,medical_emergency,people_affected,urgency,scenario_family,event_id,source_type,annotation_reason,language,split
rpv3-03941,Dispatch note: Other report: The preparedness drill finished normally and this is not an active emergency. near the school. No other details are available.,LOW,other,0,0,0,0,0,5,drill,v3_other_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-00612,"At this location, earthquake report: Moderate damage affects the area; residents need a welfare check and basic assistance. at the apartment block. No other details are available.",MEDIUM,earthquake,0,0,0,0,8,1,damage,v3_earthquake_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-00835,"Field update: At this location, hurricane report: A person is unconscious with severe injuries and needs emergency medical help now. along the main road.",CRITICAL,hurricane,1,0,0,1,1,2,medical,v3_hurricane_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-02427,Please help: Transportation report: A person is unconscious with severe injuries and needs emergency medical help now. in the north district. Send the appropriate team.,CRITICAL,transportation,1,0,0,1,1,1,medical,v3_transportation_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-02977,Biological report: A blocked route is affecting many residents and responders should provide urgent assistance. in the north district. Send the appropriate team.,HIGH,biological,0,0,0,0,30,4,route,v3_biological_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,test
rpv3-03936,Caller reports: Other report: This is a news update about the disaster; there is no emergency here. near the market. This is the latest update.,LOW,other,0,0,0,0,0,3,news,v3_other_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-01430,"Caller reports: Wildfire report: Several people need water and supplies, but everyone is safe for now. in the north district. No other details are available.",MEDIUM,wildfire,0,0,0,0,15,2,supplies,v3_wildfire_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-02413,Transportation report: People are trapped and cannot escape; immediate rescue is required. near the market.,CRITICAL,transportation,1,1,0,0,5,5,trapped,v3_transportation_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,test
rpv3-01366,"Caller reports: At this location, wildfire report: A blocked route is affecting many residents and responders should provide urgent assistance. by the river. Send the appropriate team.",HIGH,wildfire,0,0,0,0,30,2,route,v3_wildfire_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-03496,Caller reports: Societal report: A local outage is affecting residents who need routine community support. by the river. Send the appropriate team.,MEDIUM,societal,0,0,0,0,20,2,power,v3_societal_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-01586,"Dispatch note: At this location, wildfire report: The forecast is being monitored from a safe place; no response is requested. along the main road. This is the latest update.",LOW,wildfire,0,0,0,0,0,2,forecast,v3_wildfire_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,validation
rpv3-03583,"At this location, societal report: The forecast is being monitored from a safe place; no response is requested. at the apartment block. This is the latest update.",LOW,societal,0,0,0,0,0,2,forecast,v3_societal_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-01507,Field update: Wildfire report: The area is safe and no one needs assistance at this location. at the apartment block. No other details are available.,LOW,wildfire,0,0,0,0,0,2,safe,v3_wildfire_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-00980,Resident says: Hurricane report: A blocked route is affecting many residents and responders should provide urgent assistance. near the market. Send the appropriate team.,HIGH,hurricane,0,0,0,0,30,5,route,v3_hurricane_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-02168,Resident says: Industrial report: A blocked route is affecting many residents and responders should provide urgent assistance. by the river. Send the appropriate team.,HIGH,industrial,0,0,0,0,30,5,route,v3_industrial_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,validation
rpv3-02910,Field update: Biological report: Damage has made several homes unsafe and families need urgent evacuation support. near the market.,HIGH,biological,0,0,0,0,18,4,evacuation,v3_biological_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-00431,Dispatch note: Earthquake report: A person is unconscious with severe injuries and needs emergency medical help now. near the school. Send the appropriate team.,CRITICAL,earthquake,1,0,0,1,1,3,medical,v3_earthquake_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-02788,Field update: Transportation report: The forecast is being monitored from a safe place; no response is requested. along the main road. Send the appropriate team.,LOW,transportation,0,0,0,0,0,1,forecast,v3_transportation_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-03120,Dispatch note: Biological report: The area is safe and no one requires assistance at this location. at the apartment block. Send the appropriate team.,LOW,biological,0,0,0,0,0,5,safe,v3_biological_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-03685,Other report: A child is missing in the incident area and an urgent search and rescue is needed. by the river. No other details are available.,CRITICAL,other,0,0,0,0,1,3,missing,v3_other_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,test
rpv3-00853,Caller reports: Hurricane report: A structure has collapsed around residents; responders must start a rescue immediately. along the main road. This is the latest update.,CRITICAL,hurricane,1,1,0,0,8,1,collapse,v3_hurricane_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-01048,Please help: Hurricane report: Debris is blocking a local road and a maintenance response is needed. in the north district.,MEDIUM,hurricane,0,0,0,0,4,3,road,v3_hurricane_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,train
rpv3-03707,Field update: Other report: Damage has made several homes unsafe and families need urgent evacuation support. in the north district.,HIGH,other,0,0,0,0,18,4,evacuation,v3_other_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,train
rpv3-03103,"Field update: At this location, biological report: The area is safe and no one needs assistance at this location. near the market. No other details are available.",LOW,biological,0,0,0,0,0,2,safe,v3_biological_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-02914,Caller reports: Biological report: Damage has made several homes unsafe and families need urgent evacuation support. in the north district. This is the latest update.,HIGH,biological,0,0,0,0,18,1,evacuation,v3_biological_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-01780,Please help: Tornado report: A blocked route is affecting many residents and responders should provide urgent assistance. near the school.,HIGH,tornado,0,0,0,0,30,4,route,v3_tornado_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-02264,Field update: Industrial report: One person has a stable minor injury and can wait for non-urgent medical assistance. in the north district. Send the appropriate team.,MEDIUM,industrial,1,0,0,1,1,2,stable,v3_industrial_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-01932,"At this location, tornado report: This is a news update about the disaster; there is no emergency here. along the main road. No other details are available.",LOW,tornado,0,0,0,0,0,2,news,v3_tornado_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-00845,Field update: Hurricane report: A structure has collapsed around residents; responders must start a rescue immediately. near the market. Please advise.,CRITICAL,hurricane,1,1,0,0,8,4,collapse,v3_hurricane_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-01201,Dispatch note: Wildfire report: People are trapped and cannot escape; immediate rescue is required. near the school. Send the appropriate team.,CRITICAL,wildfire,1,1,0,0,5,5,trapped,v3_wildfire_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,validation
rpv3-01711,Tornado report: Damage has made several homes unsafe and families need urgent evacuation support. by the river. This is the latest update.,HIGH,tornado,0,0,0,0,18,3,evacuation,v3_tornado_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-00661,Earthquake report: One person has a stable minor injury and can wait for non-urgent medical assistance. by the river. Send the appropriate team.,MEDIUM,earthquake,1,0,0,1,1,2,stable,v3_earthquake_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
